CaseID,Activity,Sim_Service_Time,Sim_Waiting_Time,Sim_Complete_Timestamp
Sim_1,Cutting,57.648738531586076,0.0,57.648738531586076
Sim_1,Drilling,40.58273469085104,0.0,98.23147322243712
Sim_2,Cutting,50.50486382698271,56.19873853158607,108.15360235856878
Sim_3,Cutting,45.0605123570471,106.29360235856878,153.2141147156159
Sim_2,Drilling,52.62167316771377,0.0,160.77527552628254
Sim_1,Milling,64.11560853295873,0.0,162.34708175539583
Sim_4,Cutting,54.21838447738316,151.3241147156159,207.43249919299905
Sim_2,Milling,55.05175225913672,1.5718062291132924,217.39883401453255
Sim_1,Assembly,68.86471325398466,0.0,231.2117950093805
Sim_5,Cutting,58.91929215587316,204.14249919299905,266.3517913488722
Sim_1,Inspection,70.9346157055403,0.0,302.14641071492076
Sim_2,Assembly,89.60920760551286,13.812960994847941,320.82100261489336
Sim_3,Drilling,162.28742973199635,7.5611608106666495,323.0627052582789
Sim_6,Cutting,59.69725179983512,262.9117913488722,326.0490431487073
Sim_2,Inspection,39.83110136877199,0.0,360.65210398366537
Sim_1,Painting,80.21790505689292,0.0,382.36431577181366
Sim_3,Milling,68.58380941652527,0.0,391.64651467480417
Sim_7,Cutting,79.21565898857303,322.3490431487073,405.2647021372803
Sim_1,Packaging,33.27608253437998,0.0,415.6403983061937
Sim_4,Drilling,102.74894455619562,115.63020606527988,425.81164981447455
Sim_2,Painting,56.567033746613944,21.712211788148295,438.9313495184276
Sim_2,Packaging,24.547924740261998,0.0,463.4792742586896
Sim_8,Cutting,63.200120106844615,401.1447021372803,468.46482224412495
Sim_4,Milling,51.40673418151485,0.0,477.21838399598937
Sim_3,Assembly,91.94403018827089,0.0,483.590544863075
Sim_4,Assembly,33.47687003204556,6.372160867085654,517.0674148951206
Sim_5,Drilling,105.21107619748058,159.45985846560234,531.0227260119551
Sim_3,Inspection,49.585485355863405,0.0,533.1760302189384
Sim_9,Cutting,70.0916613142265,464.13482224412496,538.5564835583515
Sim_6,Drilling,23.35825265180917,204.9736828632478,554.3809786637643
Sim_7,Drilling,23.225672588690742,149.11627652648394,577.606651252455
Sim_4,Inspection,59.271953655885746,16.108615323817844,592.4479838748242
Sim_10,Cutting,62.432528143953576,533.2364835583514,600.9890117023051
Sim_5,Milling,77.36290549573431,0.0,608.3856315076894
Sim_3,Painting,90.3195820243792,0.0,623.4956122433176
Sim_3,Packaging,28.397542048972173,0.0,651.8931542922898
Sim_6,Milling,53.234885761080804,54.0046528439251,661.6205172687702
Sim_11,Cutting,61.539191359218066,595.169011702305,662.5282030615232
Sim_8,Drilling,97.95804220093932,109.14182900833003,675.5646934533943
Sim_5,Assembly,96.41624468785449,0.0,704.8018761955439
Sim_12,Cutting,49.94204566336933,656.5482030615232,712.4702487248925
Sim_7,Milling,58.1729804416734,84.0138660163152,719.7934977104436
Sim_4,Painting,105.91232460530233,31.047628368493406,729.40793684862
Sim_5,Inspection,43.58949580046087,0.0,748.3913719960048
Sim_6,Assembly,47.81267589472826,43.18135892677367,752.6145520902721
Sim_4,Packaging,41.28194072710226,0.0,770.6898775757222
Sim_6,Inspection,26.449230361357042,0.0,779.0637824516292
Sim_8,Milling,69.40942652080929,44.22880425704932,789.2029242312528
Sim_13,Cutting,84.36853206969307,705.9402487248925,796.8387807945855
Sim_7,Assembly,55.21660784927481,32.821054379828524,807.831159939547
Sim_5,Painting,84.98149234334409,0.0,833.3728643393488
Sim_7,Inspection,31.986667147098544,0.0,839.8178270866455
Sim_14,Cutting,52.94007350253154,789.9287807945856,849.778854297117
Sim_5,Packaging,25.81806980576092,0.0,859.1909341451097
Sim_8,Assembly,69.03035654208014,18.62823570829414,876.8615164816272
Sim_9,Drilling,221.3479244250141,137.0082098950428,896.9126178784084
Sim_15,Cutting,59.28958623628831,840.6288542971171,909.0684405334054
Sim_8,Inspection,40.25097444112657,0.0,917.1124909227538
Sim_6,Painting,88.61925643704156,54.30908188771957,921.9921207763904
Sim_10,Drilling,50.973232598413205,295.92360617610325,947.8858504768216
Sim_11,Drilling,14.727973811350559,285.3576474152984,962.6138242881722
Sim_9,Milling,70.80076022296524,0.0,967.7133781013736
Sim_6,Packaging,48.61364426464814,0.0,970.6057650410385
Sim_16,Cutting,64.5574139638411,899.3084405334054,973.6258544972465
Sim_7,Painting,65.53213706424165,82.1742936897449,987.524257840632
Sim_7,Packaging,25.665424446122323,0.0,1013.1896822867543
Sim_17,Cutting,50.30092935113062,963.4258544972464,1023.9267838483771
Sim_10,Milling,70.42038099404914,19.827527624551976,1038.1337590954226
Sim_12,Drilling,98.5085407389126,250.14357556327968,1061.1223650270847
Sim_9,Assembly,101.02705262304454,0.0,1068.740430724418
Sim_11,Milling,41.63837979361134,75.51993480725048,1079.772138889034
Sim_18,Cutting,57.73972509193345,1013.2767838483771,1081.6665089403105
Sim_8,Painting,115.32919938547619,70.41176691787825,1102.8534572261083
Sim_9,Inspection,49.91666079911216,0.0,1118.6570915235302
Sim_10,Assembly,51.87725123046947,30.6066716289954,1120.6176819548875
Sim_12,Milling,51.490357586503194,18.64977386194937,1131.2624964755373
Sim_19,Cutting,61.777458617801784,1070.9065089403105,1143.4439675581123
Sim_10,Inspection,23.080595804678346,0.0,1143.6982777595658
Sim_8,Packaging,41.90862361392155,0.0,1144.7620808400297
Sim_20,Cutting,46.85701872971761,1131.8639675581123,1190.3009862878298
Sim_11,Assembly,83.42498540165802,40.84554306585346,1204.0426673565455
Sim_9,Painting,103.91902572467126,0.0,1222.5761172482014
